URL,Scraper,Duration,Result
https://devilsexcrement.com/,Beautiful Soup,0.67651701,Success
https://www.cecodap.org.ve/,Trafilatura,0.665944815,Success
https://www.analitica.com/,Beautiful Soup,0.661064148,Success
https://ciudadaniaactiva.org/,Beautiful Soup,0.659342051,Other
http://prosalud.org.ve/,Beautiful Soup,0.653505087,Success
http://www.descifrado.com/,Trafilatura,0.644518852,Success
http://dialogo-americas.com/,Beautiful Soup,0.61891675,Success
https://www.venelogia.com/,Beautiful Soup,0.607679844,Success
http://prosalud.org.ve/,Trafilatura,0.604835749,Success
https://www.iglesia.net/,Trafilatura,0.593766928,Success
http://www4.cne.gob.ve/,Beautiful Soup,0.573949814,Success
https://lasarmasdecoronel.blogspot.com/,Beautiful Soup,0.563376188,Success
http://6topoder.com/,Beautiful Soup,0.553796053,Other
https://alekboyd.blogspot.com/,Trafilatura,0.552495003,Success
http://dollarparalelovenezuela.com/,Beautiful Soup,0.548639059,Other
https://rebelion.org/,Trafilatura,0.540385008,Success
http://www.laverdad.com/,Beautiful Soup,0.537140846,Success
https://www.cecodap.org.ve/,Beautiful Soup,0.515470028,Success
http://www.descifrado.com/,Beautiful Soup,0.502790928,Success
https://cuentosintrascendentes.blogspot.com/,Beautiful Soup,0.500946045,Success
https://dolartoday.com/,Beautiful Soup,0.492521048,Success
https://daniel-venezuela.blogspot.com/,Beautiful Soup,0.4915452,Success
https://socialdemencia.blogspot.com/,Beautiful Soup,0.491142988,Success
http://veinteligente.org/,Trafilatura,0.485630989,Success
https://plafam.org.ve/,Beautiful Soup,0.480364084,Success
https://efectococuyo.com/,Trafilatura,0.474056959,Success
http://www.votojoven.com/,Trafilatura,0.471804142,Success
https://bandera-roja.blogspot.com/,Beautiful Soup,0.468544722,Success
https://www.iglesia.net/,Beautiful Soup,0.460916042,Success
https://cedice.org.ve/,Trafilatura,0.449198008,Success
http://caracasktc.org/,Trafilatura,0.429737091,Success
https://rebelion.org/,Beautiful Soup,0.417452097,Success
https://diegoarria.com/,Trafilatura,0.413767099,Success
http://www.votojoven.com/,Beautiful Soup,0.412421942,Success
https://runrun.es/,Trafilatura,0.401264191,Success
https://futuropresente.com.ve/,Beautiful Soup,0.386114836,Success
https://alekboyd.blogspot.com/,Beautiful Soup,0.381742001,Success
http://avn.info.ve/,Trafilatura,0.379508257,Success
https://ipysvenezuela.org/,Trafilatura,0.367679834,Success
https://movimientoecologicodevenezuela.blogspot.com/,Trafilatura,0.360872269,Success
http://oveprisiones.org/,Beautiful Soup,0.342475891,Error
http://www.tuneloso.com/,Trafilatura,0.340217829,Success
http://dolarparalelo.biz/,Trafilatura,0.334792852,None
http://avn.info.ve/,Beautiful Soup,0.320930719,Other
http://www.controlciudadano.org/,Beautiful Soup,0.318759918,Error
http://analisis24.com/,Beautiful Soup,0.317260981,Other
https://dolartoday.org/,Trafilatura,0.316977739,Success
http://gumilla.org/,Beautiful Soup,0.316861153,Error
http://11abril.com/,Beautiful Soup,0.315320015,Success
http://sumate.org/,Beautiful Soup,0.313497305,Error
http://www.acsol.org/,Trafilatura,0.310815096,None
https://efectococuyo.com/,Beautiful Soup,0.301981926,Success
https://www.elespectador.com/,Beautiful Soup,0.299252987,Success
https://caracasqueer.blogspot.com/,Trafilatura,0.286235809,Success
http://www.televen.com/,Trafilatura,0.281648874,Success
https://dolartoday.org/,Beautiful Soup,0.281131983,Other
http://sunoticiero.com/,Beautiful Soup,0.277577877,Error
https://movimientoecologicodevenezuela.blogspot.com/,Beautiful Soup,0.272678137,Success
https://www.elimpulso.com/,Beautiful Soup,0.269772053,Success
https://www.elchiguirebipolar.com/,Trafilatura,0.257339001,None
http://www.sgiv.org/,Trafilatura,0.240212917,Success
https://caracasqueer.blogspot.com/,Beautiful Soup,0.236885786,Success
http://veinteligente.org/,Beautiful Soup,0.230664015,Success
http://luchadeclases.org.ve/,Beautiful Soup,0.225266933,Error
http://nmidigital.com/,Beautiful Soup,0.22416091,Error
https://diegoarria.com/,Beautiful Soup,0.207919121,Success
https://runrun.es/,Beautiful Soup,0.201606274,Success
http://www.sgiv.org/,Beautiful Soup,0.197943211,Other
http://www.acsol.org/,Beautiful Soup,0.189929008,Other
http://manosfueradevenezuela.org/,Beautiful Soup,0.186788797,Success
http://periodismodepaz.org/,Trafilatura,0.184611082,Success
http://eldolarparalelo.info/,Trafilatura,0.183686256,Success
https://cedice.org.ve/,Beautiful Soup,0.177713871,Success
http://www.2001.com.ve/,Trafilatura,0.171249151,None
https://www.elchiguirebipolar.com/,Beautiful Soup,0.151986122,Error
https://ipysvenezuela.org/,Beautiful Soup,0.151212931,Error
https://dolartoday.info/,Trafilatura,0.141759157,None
http://www.webntn24.us/,Trafilatura,0.137624025,None
https://contrapunto.com/,Trafilatura,0.137588024,None
http://caracasktc.org/,Beautiful Soup,0.125193834,Success
http://www.tuneloso.com/,Beautiful Soup,0.123333931,Success
http://eldolarparalelo.info/,Beautiful Soup,0.120842934,Success
http://www.webntn24.us/,Beautiful Soup,0.107293129,Other
http://www.2001.com.ve/,Beautiful Soup,0.101408958,Error
http://periodismodepaz.org/,Beautiful Soup,0.095032692,Other
https://contrapunto.com/,Beautiful Soup,0.094493151,Error
http://www.televen.com/,Beautiful Soup,0.090261936,Success
http://urru.org/,Beautiful Soup,0.079946995,Success
https://dolartoday.info/,Beautiful Soup,0.04762578,Error
http://6topoderweb.com/,Trafilatura,0.037990332,None
http://dolarparalelovenezuela.com/,Trafilatura,0.034001827,None
http://dolarparalelo.biz/,Beautiful Soup,0.010177612,Error
http://dolarparalelovenezuela.com/,Beautiful Soup,0.008694172,Error
http://6topoderweb.com/,Beautiful Soup,0.005679131,Error
